Jul - Jun reference period,Police Region,Police Service Area,Local Government Area,CSA Offence Division,CSA Offence Subdivision,CSA Offence Group,Offence Count,LGA ERP,Victorian ERP
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,211,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,215,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,250,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,5,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,12,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,67,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,10,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,3,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,15,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,29,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,75,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,21,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,27,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,45,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,5,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,3,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,23,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,46,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B10 Arson,B11 Cause damage by fire,55,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B20 Property damage,B21 Criminal damage,854,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B20 Property damage,B22 Graffiti,41,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B20 Property damage,B29 Other property damage offences,9,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,92,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,683,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,407,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,691,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2150,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B40 Theft,B43 Steal from a retail store,302,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,652,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,380,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B40 Theft,B46 Fare evasion,1,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B40 Theft,B49 Other theft,1231,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,36,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,899,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B50 Deception,B54 State false information,26,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,B Property and deception offences,B50 Deception,B59 Other deception offences,1,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,138,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,3,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,16,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,C Drug offences,C30 Drug use and possession,C31 Drug use,10,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,C Drug offences,C30 Drug use and possession,C32 Drug possession,696,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,25,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,253,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,25,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,389,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,152,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,25,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,48,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,5,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,2,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,53,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,3,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,D Public order and security offences,D40 Public security offences,D43 Hacking,1,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,146,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,8,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,17,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,514,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,42,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,210,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,4,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,1,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,25,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,5,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,4,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,13,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,2,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,"108,472","6,069,636"
2016,3 Southern Metro,Port Phillip,Port Phillip,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,3,"108,472","6,069,636"
